TTR part num,Part Level,Customer,Segment,End Customer,Category,Description,Core Thickness,Core Width,Core Height,Tube per core,Tank,Price
B1BRA5001M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS-X2.5 C28 - A032W478,36,488.2,485,98,Plastic,3968
A5CDA5003M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- HINO 6 ETI GOODS WO IC,48,488.2,650,98,Plastic,3962.23
A8ANA5002M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RAD ASSY WITH FRAME MAV COWL,48,537.2,680,108,Plastic,3959.3
A0EIB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 2515TC EII - 278650100377,48,537.2,560,108,Plastic,3957.93
A7KBA5001M00,RFMS,M&M,Passenger Car,OEM,Domestic,W501 Diesel AT RFM,24,513.5,550,77,Plastic,3942.49
A7HXB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - ICV 3.5L BS6,34,553,598,83,Plastic,3938.59
A0EAB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY FOR LPT2515 697 EII TC,48,537.2,560,108,Plastic,3938.12
A0FHA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS- FOR X1 TCIC,18,660.6,360,76,Plastic,3931
A0FFA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,COOLING MODULE ASSY. (W/H RAD.& SHROUD),24,435,580,55,Plastic,3931
A0FFA5015M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD & FAN SHROD ASSY-FIAT SDE E-IV,24,435,580,55,Plastic,3931
A0CVA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - SE 1613+ PL RES TANK- 278650100329,48,537.2,560,108,Plastic,3927.92
A0BWB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY LPO 918 RAD-207650100190,48,537.2,740,108,Plastic,3927.43
A0RUB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY ULTRA 1412 BS4,36,552,598,140,Plastic,3927.16
A0TNA5001M00,RFMS,Tata Motors,Passenger Car,OEM,Domestic,ECS ASSY-X104 DIESEL (5724 5010 01 16),16.25,435,540,58,Plastic,3919.63
A0KUB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-LPO 1613 CNG BS4,48,552.6,785,124,Plastic,3895
C3ARB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR-MAN 6 CYL NON AC,48,625.4,692,126,Plastic,3892
D3ABA5001M00,ECS,Kubota,Tractor,OEM,Export,RADIATOR - JUNIOR SONATA - 0179_4582,48,537.2,485,108,Plastic,3887.65
A5FZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY WITH SHROUD 62.5 KVA-X8824400,48,537.2,598,108,Plastic,3882
A5ATB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - ECOMET BS2 - F8200344,48,488.2,550,98,Plastic,3858.26
A5ATB5005M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,488.2,550,98,Plastic,3851.75
A5PZB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY ECOMET 95KW BS4 EGR,48,482.2,640,108,Plastic,3848.82
A0AXA5003M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD+RES.TANK -1512 TILL CAB-278650100337,48,537.2,525,108,Plastic,3837.9
A0JCB5011M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY Y1 3L LPO BUS,36,552,560,140,Plastic,3830.32
A0CMB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPO 1512 EII,48,537.2,525,108,Plastic,3820.56
A5RBB0101M00,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Core Assy- CTTP 180 HP BSIV,48,552.6,855,124,Plastic,3810
C2BCA5001M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS-KOEL 2R 1040,24,488.2,430,49,Plastic,3809
C2BCA5001M01,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS-KOEL 2R 1040,24,488.2,430,49,Plastic,3809
A0RSA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS Assy_1.2 Xeta Turbo,16.25,435,540,58,Plastic,3788.59
A0EJA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Rad with Pl.Tank LP 1512 -278650100375,48,537.2,525,108,Plastic,3757.71
A0JEB5001M02,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,,,,,Plastic,3752.0375
B1AXB0104M00,Core,Cummins,Gen Set,OEM,Domestic,CORE ASSY - ESSAR PH 2 - BRZDESSAR PH 2,48,537.2,875,108,Plastic,3718.8
C2BCA5030M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS_2RTA_W/O_RAD_GUARD,24,488.2,430,49,Plastic,3713
A5AEA5006M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,P-2608939 RADIATOR 6 DTI W/O CAC,48,488.2,650,98,Plastic,3709
A0ATB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT3015 TLT CAB- 278650100306,48,537.2,560,108,Plastic,3686.03
A0CZB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 1613 - 278650100283,48,537.2,525,108,Plastic,3678.44
A8CFB5001M03,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_VE1102_110KW,48,482.2,598,108,Plastic,3667
A7JMA5001M00,RFMS,M&M,Passenger Car,OEM,Domestic,Z101 Diesel AT RFM,24,513.5,550,77,Plastic,3636
G7ACB5001M00,Radiator,Sonalika,Tractor,OEM,Domestic,Sonalika 60 hp (Solis),56,488.5,395,147,Plastic,3628.63
C3AIB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,"RADIATOR - TRAV EXC TCIC - 
",36,488.2,440,98,Plastic,3611
C3ALB5001M02,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,"RADIATOR- DSRT TRAV EXC AC-
",,,,,Plastic,3611
A7DPA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS-M & M TIER 4,48,468,440,94,Plastic,3600
A0CTA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. + RES.TANK - LP1510 - 252550100284,48,537.2,525,108,Plastic,3582.6
A8BYB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_10.95 TIPPER_ID314238,,,,,Plastic,3580.37
A0SSB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD. ASSY LPT 1618 BSIV,28,586,750,88,Plastic,3577.93
A0DIB5003M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 1112 BS3 - 252750100357,48,537.2,560,108,Plastic,3567.8
A5ATB5001S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,Rad - ECOMET BS2 - F8200344       ,48,488.2,550,98,Plastic,3556
A8AYA5001M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS_50HP-AA_TMTL_BF5301,48,400,440,80,Plastic,3553.43
A0JEB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,560,124,Plastic,3537.45
A8CFB5004M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,INTERCOOLER ASSY_VE1100 90KW_ID312244,48,482.2,598,108,Plastic,3520.08
A0FSB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY - LPK 2523 TC FIX CAB,48,537.2,785,108,Plastic,3520
A0EQB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - SFC 712 - 2527 5010 0354,48,537.2,560,108,Plastic,3506.43
A5LRB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADAITOR FOR ECOMET HAULAGE W,48,488.2,650,98,Plastic,3500.82
A8CPB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RAD ASSY 11.12K BUS,48,488.2,598,98,Plastic,3475
A7JZA5001M00,RFMS,M&M,Passenger Car,OEM,Domestic,Z101 Diesel MT RFM,24,513.5,550,77,Plastic,3468.15
A5FWA5060M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS WITH PIPE & HOSE-307T NON AC,24,419.4,430,53,Plastic,3460.65
A7KCA5001M00,RFMS,M&M,Passenger Car,OEM,Domestic,W501 Diesel MT RFM,24,513.5,550,77,Plastic,3455.38
A8ACA5006M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR - EICHER HCV W/H FRM - ID206590,48,537.2,680,108,Plastic,3447.89
A5AYB5012M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR SUB ASSY - 4018 G45 W/O MS,48,537.2,740,108,Plastic,3431.37
A0CUB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - SE/SK 1613 TC - 278650100277,48,537.2,525,108,Plastic,3409.56
A0WKB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY - 1210 AC,48,537.2,785,108,Plastic,3400.95
A8DVB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,28,480.4,650,72,Plastic,3386.29
A8AWA5001M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS_50HP_TMTL_BF2211 IA,48,400,440,80,Plastic,3378.13
A0ETA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - ACE 1 TON - 286450100104,36,380.4,485,76,Plastic,3377.47
A8DSB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,110KW,,,,,Plastic,3362
A0FTA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS-FIAT FIRE,,,,,Plastic,3351
A7ESA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,Mstar P1 Trem IV,56,488.2,440,147,Plastic,3350
C3ARB5005M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR 6CYL (AC),48,625.4,692,126,Plastic,3342
A0JTA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SFC 407,36,488.2,485,98,Plastic,3326.02
A5FWA5070M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS WITH HOSE-307T AC,24,419.4,430,53,Plastic,3319.76
A0BJB5009M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator W/O MS LPS 3516/ 4018,48,537.2,740,108,Plastic,3319.14
A7HFB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,13T ICV 36 THK BIGGER RADIATOR,36,552,598,140,Plastic,3318
A5HCA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-ECOMET 88KW HAULAGE,36,488.2,550,98,Plastic,3314
A0EMB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY_LPT 613 EIV_391N,36,537.2,560,108,Plastic,3308.55
A0DIB5007M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 1112 BS3 NLT-252750100389,48,537.2,560,108,Plastic,3302.48
A7KNA5001M00,RFMS,M&M,Passenger Car,OEM,Domestic,S210 RFMS,,,,,Plastic,3300
A0NAB5010M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_A0NAB5010M00_253450110352,36,488.2,550,98,Plastic,3288.2625
A0EQB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASY -LPT 713 SA WITH LS 252550100371,48,537.2,525,108,Plastic,3285.61
A8AQB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR - EICHER CNG- ID208821,48,488.2,598,98,Plastic,3279.51
A0BXB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 2515 EX,48,537.2,560,108,Plastic,3272
A5GRB0101M00,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,CORE COMP(RAD) - BRZD,48,552.6,785,124,Plastic,3270
A5FWA5090M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS WITH HOSE-307T AC,24,419.4,430,53,Plastic,3265.63
A8AQB5002S00,Radiator,Volvo Eicher,Commercial Vehicle,SPD,Domestic,RADIATOR - EICHER CNG- ID208821 w/o MS,48,488.2,598,98,Plastic,3255.2
A8EHB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,VE1900 125 HP-BS6,28,480.4,598,72,Plastic,3250
A0TZA5031M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,RFMS assy nexon BS6,16.25,435,540,58,Plastic,3249.31
A0TZA5001M00,RFMS,Tata Motors,Passenger Car,OEM,Domestic,ECS ASSY-X104 PETROL,16.25,435,540,58,Plastic,3242.06
A0ECB5009M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator W/O MS LPT 2518 1210F,,,,,Plastic,3240.9
A0HYB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,36,552,560,140,Plastic,3229.36
A7BWB5001M00,Radiator,Mahindra Powerol,Gen Set,OEM,Domestic,RADIATOR - M & M 30/35 KVA DG,48,537.2,525,108,Plastic,3229
A5EFA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,4921-G90 ECS ASSEMBLY W/O CAC,48,537.2,785,108,Plastic,3224
A8BPB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_VE 1100 90KW_ID312239,48,488.2,598,98,Plastic,3222
A5GRB0101M01,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,CORE COMP(RAD) - BRZD,,,,,Plastic,3220.8
A5ATA5005M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ECOMET 88KW TYPE A HAU VAVE,36,488.2,550,98,Plastic,3217
A0ECB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - 2518 -1210 FACE,48,537.2,785,108,Plastic,3216.46
A0SDB5001M02,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY Y1 3L Truck,36,552,560,140,Plastic,3215.68
A5GRB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,785,124,Plastic,3212
A8DLB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,10.80 xp,48,482.2,598,108,Plastic,3211.96
A7DRA5005M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RAD. SHROUD ASSY-M-STAR-006014015C91,56,488.2,440,147,Plastic,3200.62
A8DWB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,VE1900 125 HP-BS4,28,480.4,598,72,Plastic,3200
A8EJB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,Pro2095XP-Rad.,28,480.4,650,72,Plastic,3200
C2BCA5040M01,ECS,Kirloskar,Gen Set,OEM,Domestic,2R1040 Lakshya,24,380,485,38,Plastic,3190
A7GYB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,LK 90 HP BSIV RADIATOR,36,537.2,525,108,Plastic,3172.554
A7FYA5001M01,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,Mahindra Powerol ACE 575 ELS,48,400,440,80,Plastic,3170
A8CMB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,552,598,140,Plastic,3155.89
A0EPB5003M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT709 NL TANK,48,537.2,525,108,Plastic,3153.32
H6AEA5001M00,ECS,TMTL,Tractor,OEM,Domestic,TMTL_60hp_ECS,48,400,440,80,Plastic,3145.77
A8AEB5009S00,Radiator,Volvo Eicher,Commercial Vehicle,SPD,Domestic,RADIATOR ASSY-70KW LCV(ID301249) w/o MS,48,488.2,550,98,Plastic,3134.56
A0EPB5004M01,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY - LPT 709 VA-VE - 252750110130,36,537.2,525,108,Plastic,3123.79
A5AEB5006M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - HINO EII W/0 MS,48,488.2,650,98,Plastic,3120
C2BCA5040M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS_KOEL_2R_VAVE,,,,,Plastic,3118
A0RMA5015M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,Indigo 3 Cylinder (MY15),18,402.6,580,46,Plastic,3111.83
A0CJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 709 - 252750100304,36,488.2,485,98,Plastic,3101.64
A7BWB5021M00,Radiator,Mahindra Powerol,Gen Set,OEM,Domestic,Radiator M&M 30/35 KVA,48,537.2,525,108,Plastic,3101.28
A0AWA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR- LP407 W/H FRAME - 253450100280,,,,,Plastic,3097.5
A5LEB0101M00,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,CORE ASSY (RAD) - BRZSTAG 88 KW BS3,48,552.6,650,124,Plastic,3092.4
A5LZB5010M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR- 93 KW CNG BS4 (FD001745) W/O MS,48,623,740,140,Plastic,3083
A2ACB5001M00,Radiator,Honda,Passenger Car,OEM,Domestic,RADIATOR - HONDA - MT - 19010REJW01,18,660.6,350,76,Plastic,3072.96
A8CXB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,482.2,598,108,Plastic,3070.87
A7DGA5005M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RADIATOR ASSY-605DI BS3 A-B-006016208C91,48,468,440,94,Plastic,3066.016338
C3BMB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,Trax TD 2650 CRDI BS4,48,488.2,470,108,Plastic,3063.454
A0FUB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR SUB ASSY WITH DRAIN PLUG - SAFA,48,419.6,620,84,Plastic,3051.992
A0CKB5001M02,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - 4DL TURBO - 254750100256,,,,,Plastic,3050.508
A0AVB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY RADIATOR(TATATOYO) SFC407CNG BSIII,48,488.2,550,98,Plastic,3050.39
A8ABB5001M02,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR - EICHER LCV - ID000308,48,488.2,550,98,Plastic,3038.93
A0NDA5001M03,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,16.25,361,405,48,Plastic,3035.74
A0GJB5001M01,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. ASSY,36,552,530,140,Plastic,3035.206471
A7CQB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RAD ASSY - 3.3 LITER BUS,36,537.2,525,108,Plastic,3030.22
A8BVB0101M00,Core,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR CORE-BRAZ,48,552.6,680,124,Plastic,3025.2
A0NAB5011M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD.ASSY LPT 407 BS6 36WB,36,488.2,550,98,Plastic,3024.7
A8BFB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - 90kW BS-4 (ID306637),48,488.2,598,98,Plastic,3009.7
A8BRB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY- 85KW AC BUS,48,482.2,598,108,Plastic,3007.97
A6ACA5001M01,ECS,New Holland,Tractor,OEM,Domestic,RAD. ASSY. WITH RC BOTLE 50 TX 84152243,,,,,Plastic,3000.93
A6ACA5005M01,ECS,New Holland,Tractor,OEM,Domestic,RAD. ASSY. WITH RC BOTLE 50 TT 84152242,48,400,440,80,Plastic,2997.04
A0ETA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS ASSY-ACE 1 TON W/O PR CAP-2864 5010,,,,,Plastic,2996.44
A0DFB5007S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD ASSY 4018 W/O MEMBER SUPPORT- SPD,48,537.2,650,108,Plastic,2995.2
C3AFB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR -TRAV EXEL N/AC,36,488.2,440,98,Plastic,2982
A0BYB5006M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,48,488.2,550,98,Plastic,2956.8
A0JUA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,Indigo 3 Cylinder,18,402.6,580,46,Plastic,2955.31
A0AEB5006M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY- TELCOLINE PETROL BS3,48,488.2,590,98,Plastic,2949.45
A0MGB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator Assy – Xenon CNG,48,488.2,590,98,Plastic,2949.45
A0VMB5021M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_A0VMB5021M00,48,552.6,560,124,Plastic,2945.64
A0CEA5003M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR- LPT 407WITH NLT - 253450100317,36,488.2,485,98,Plastic,2940.17
A0ACB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY FOR SFC 713,48,488.2,590,98,Plastic,2931.55
C3ARB0101M00,Core,Force Motors,Commercial Vehicle,OEM,Domestic,Core Assy- MAN,48,625.4,692,126,Plastic,2925.6
A8AEB5006M02,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-70KW LCV(ID301249),48,488.2,550,98,Plastic,2921.9
A0CQA5003M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LP407NLT+SHROUD- 253450100283,36,488.2,485,98,Plastic,2914.1
A7JBA5001M00,ECS,Swaraj,Tractor,OEM,Domestic,60 HP,56,488.2,415,147,Plastic,2910
C2AVA5001M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS - KOEL 10 kVA EW14,,,,,Plastic,2900
A0GJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,552,530,140,Plastic,2895.65
A7HGA5001M00,ECS,Swaraj,Tractor,OEM,Domestic,54HP,48,449,440,90,Plastic,2889.4
A0JTB5010M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,488.2,485,98,Plastic,2877.39
A7DGA5001M00,RFMS,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,468,440,94,Plastic,2876.02
A0JUA5010M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS ASSY - TIAGO PETROL VAVE,12,405.4,580,54,Plastic,2854.84
A7JQA5001M00,RFMS,M&M,Passenger Car,OEM,Domestic,RFMS,16.25,381.5,515,57,Plastic,2850.94
A0DXA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY WITH FRAME 2534 5010 0306,48,488.2,550,98,Plastic,2848.33
A0LRA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY WITH FRAME-LPT 407 EX LHD-,48,488.2,550,98,Plastic,2848.1
A0JUA5015M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS ASSY-INDIGO CS 3 CYL,18,402.6,580,46,Plastic,2845.18
A5DRA5007M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS W/O INTERCOOLER ASSY,36,488.2,650,98,Plastic,2845
A7BTA5003M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - 10/15 KVA(WITH LS) - 006008630 H91,36,380.4,485,76,Plastic,2844.36
A0DIB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 709 E III -252750100340,48,537.2,525,108,Plastic,2833
A0BYB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - SFC410 EIII - 253450100261,48,488.2,550,98,Plastic,2826.17
B7BBB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,RADIATOR ASSY-SHAKTI FT4,56,488.2,450,147,Plastic,2824.4539
A0WYB5002M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator Assembly Ace 1300,,,,,Plastic,2823.3575
A0CPA5001S00,ECS,Tata Motors,Commercial Vehicle,SPD,Domestic,Aftermarket-LPT 2515 TC-278650110136,48,537.2,560,108,Plastic,2809.99
A0KHB5003M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,488.2,550,98,Plastic,2805.75
A0ATB5021M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR W/O M.S LPT 3015 TLT CAB,48,537.2,560,108,Plastic,2792.9
A7AYB5001M01,Radiator,M&M,Passenger Car,OEM,Domestic,RAD ASSY FOR BOLERO NEF TCI,48,400,550,80,Plastic,2787.13
A7AAB5002M04,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,24,380.4,410,38,Plastic,2786.17
A0CJB5002M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT709 W/O SHRD- 253450100225,36,488.2,485,98,Plastic,2783
A0AQB5004M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR- LPT 709 WO SHR - 252750100309,36,488.2,485,98,Plastic,2782.5
A7GKA5001M00,ECS,Swaraj,Tractor,SPD,Domestic,841/843 - SPD,48,400,465,80,Plastic,2778.17
J8ACA5001M00,ECS,Isuzu,Passenger Car,OEM,Domestic,RT64 - Crew Cab,24,653.4,500,83,Plastic,2769.88895
D3BHA5001M00,ECS,Kubota,Tractor,OEM,Domestic,ECS KUBOTA 15-20KW - 0130-7834,48,537.2,485,108,Plastic,2761
A0CQB5004M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LP 407 NLT - 253450100283,36,488.2,485,98,Plastic,2753.37
A0DXB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR- LP410 WH FRAME -253450100258,48,488.2,550,98,Plastic,2751.34
C2BMA5040M00 ,ECS,Kirloskar,Gen Set,OEM,Domestic,RADIATOR - OLD CITY MT - 19010PJTE01,24,528.6,530,67,Plastic,2746.6
A7GNA5001M00,ECS,Swaraj,Tractor,OEM,Domestic,RAD ASSY_FE 855/744,48,400,465,80,Plastic,2729.49
A7ADA5005M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RAD ASSY WI SHRD-445DIBS3A 006012082B91,48,400,440,80,Plastic,2726.53
